A,n,Authors,Abstract,Filter,Approach,Subapproach,Lab_response,temperature,growth_rate,error,equation,error_method,n_1,X16,order,family,genus,species,feeding_guild,host_plant,h_p_family,diet,diet_family,RH,Filter_3,daylength,population_source,lat,lon,observations,DOI,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,X20,ISSN,eISSN,Year,X48,UT (Unique WOS ID),title
J,1,"Li, WB; Gao, Y; Cui, J; Shi, SS","Over the recent years, Atractomorpha sinensis I. Bolivar, has emerged as an important agricultural pest in China. However, the biological characteristics of A. sinensis remain largely unknown, which can hinder the prediction of its population dynamics.Thus, understanding the impact of temperature on the developmental period of A. sinensis is crucial to predict its population dynamics. The biological characteristics of A sinensis were systematically observed at five different temperatures (16, 20, 24, 28, and 32 degrees C) using the age-stage, two-sex life table method.The results demonstrated that the developmental period, preadult time, adult longevity, adult preoviposition period, and total preoviposition period were significantly reduced when the temperature was elevated from 16 to 32 degrees C. The developmental threshold temperatures of egg, nymph, preoviposition period, female adult, male adult, and generation were 9.14, 10.44, 12.53, 10.97, 12.47, and 10.58 degrees C, respectively, with the corresponding effective accumulated temperatures of 452.31, 575.99, 169.58, 528.13, 340.81, and 1447.95 degree-days.With an increase in temperature, the intrinsic rate of increase (r) and finite rate of increase (lambda) were increased, while the mean generation time (T) was shortened. The optimal values of net reproductive rate (R-0 = 73.00 offspring) and fecundity (244.55 eggs) were determined at 24 degrees C. Similarly, the population trend index (l) of A sinensis was found to be highest at 24 degrees C. Our findings indicate that A. sinensis has the greatest rate of population growth at 24 degrees C, which can provide a scientific basis for predicting the in-field population dynamics of A. sinensis.",yes,experimental,laboratory,rm,32,0.0486,0.0043,Euler-Lotka,bootstrap,15,NA,Orthoptera,Pyrgomorphidae,Atractomorpha,sinensis,chewer,soybean,Fabaceae,bean,Fabaceae,70,yes,16,Jinan (China),36.67087,116.98538,NA,10.1093/jee/toaa145,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2020,NA,WOS:000593071900055,Effects of Temperature on the Development and Fecundity of Atractomorpha Sinensis (Orthoptera: Pyrgomorphidae)
J,1,"Schlesener, DCH; Wollmann, J; Kruger, AP; Martins, LN; Teixeira, CM; Bernardi, D; Garcia, FRM","Temperature is a determining factor for the development and establishment potential of insect pests. The present study describes the impact of temperature (13, 18, 23, 25, 28, 30, and 33 degrees C) on the life cycle parameters and phenotypic plasticity of South American populations ofDrosophila suzukii(Matsumura) (Diptera: Drosophilidae) in the laboratory. Secondary objectives were to determine the lower thermal threshold and thermal constant to estimate the number of annual generations of the insect in small-fruit-producing regions in Brazil. The highest egg-to-adult survival was recorded at 23 and 25 degrees C. At 30 and 33 degrees C, no emergence ofD. suzukiiwas observed. The egg-to-adult development time was shortest at 25 and 28 degrees C (ca. 10 days). The net reproductive rate (R-0), and the intrinsic rate of population increase (r(m)) were highest at 23 and 25 degrees C. In contrast, temperatures of 13 and 28 degrees C generated largest and smallest body sizes, respectively, and caused reductions of 99 and 93% in R-0. The estimated lower thermal threshold was 7.8 degrees C for egg-to-adult survival. The estimated thermal constant was 185.8 degree days, and the estimated annual number of generations ofD. suzukiiranged from 17.1 in cold regions to 27.2 in warm regions. The results of the present study are important for understandingD. suzukiioccurrence in the field, contributing to more informed and precise pest management.",yes,experimental,laboratory,rm,13,0.005,0.002,Euler-Lotka,Jackknife,17,not sure if 17 or 200 * survival,Diptera,Drosophilidae,Drosophila,suzukii,borer,blackberry fruits,Rosaceae,blackberry fruits,Rosaceae,70,yes,12,Rio Grande do Sul (Braxil),-29.84253,-53.76806,fruto,10.1111/eea.12954,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-8703,1570-7458,2020,NA,WOS:000558682300001,"Effect of temperature on reproduction, development, and phenotypic plasticity ofDrosophila suzukiiin Brazil"
J,1,"Schlesener, DCH; Wollmann, J; Kruger, AP; Martins, LN; Teixeira, CM; Bernardi, D; Garcia, FRM","Temperature is a determining factor for the development and establishment potential of insect pests. The present study describes the impact of temperature (13, 18, 23, 25, 28, 30, and 33 degrees C) on the life cycle parameters and phenotypic plasticity of South American populations ofDrosophila suzukii(Matsumura) (Diptera: Drosophilidae) in the laboratory. Secondary objectives were to determine the lower thermal threshold and thermal constant to estimate the number of annual generations of the insect in small-fruit-producing regions in Brazil. The highest egg-to-adult survival was recorded at 23 and 25 degrees C. At 30 and 33 degrees C, no emergence ofD. suzukiiwas observed. The egg-to-adult development time was shortest at 25 and 28 degrees C (ca. 10 days). The net reproductive rate (R-0), and the intrinsic rate of population increase (r(m)) were highest at 23 and 25 degrees C. In contrast, temperatures of 13 and 28 degrees C generated largest and smallest body sizes, respectively, and caused reductions of 99 and 93% in R-0. The estimated lower thermal threshold was 7.8 degrees C for egg-to-adult survival. The estimated thermal constant was 185.8 degree days, and the estimated annual number of generations ofD. suzukiiranged from 17.1 in cold regions to 27.2 in warm regions. The results of the present study are important for understandingD. suzukiioccurrence in the field, contributing to more informed and precise pest management.",yes,experimental,laboratory,rm,18,0.094,0.008,Euler-Lotka,Jackknife,17,not sure if 17 or 200 * survival,Diptera,Drosophilidae,Drosophila,suzukii,borer,blackberry fruits,Rosaceae,blackberry fruits,Rosaceae,70,yes,12,Rio Grande do Sul (Braxil),-29.84253,-53.76806,fruto,10.1111/eea.12954,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-8703,1570-7458,2020,NA,WOS:000558682300001,"Effect of temperature on reproduction, development, and phenotypic plasticity ofDrosophila suzukiiin Brazil"
J,1,"Schlesener, DCH; Wollmann, J; Kruger, AP; Martins, LN; Teixeira, CM; Bernardi, D; Garcia, FRM","Temperature is a determining factor for the development and establishment potential of insect pests. The present study describes the impact of temperature (13, 18, 23, 25, 28, 30, and 33 degrees C) on the life cycle parameters and phenotypic plasticity of South American populations ofDrosophila suzukii(Matsumura) (Diptera: Drosophilidae) in the laboratory. Secondary objectives were to determine the lower thermal threshold and thermal constant to estimate the number of annual generations of the insect in small-fruit-producing regions in Brazil. The highest egg-to-adult survival was recorded at 23 and 25 degrees C. At 30 and 33 degrees C, no emergence ofD. suzukiiwas observed. The egg-to-adult development time was shortest at 25 and 28 degrees C (ca. 10 days). The net reproductive rate (R-0), and the intrinsic rate of population increase (r(m)) were highest at 23 and 25 degrees C. In contrast, temperatures of 13 and 28 degrees C generated largest and smallest body sizes, respectively, and caused reductions of 99 and 93% in R-0. The estimated lower thermal threshold was 7.8 degrees C for egg-to-adult survival. The estimated thermal constant was 185.8 degree days, and the estimated annual number of generations ofD. suzukiiranged from 17.1 in cold regions to 27.2 in warm regions. The results of the present study are important for understandingD. suzukiioccurrence in the field, contributing to more informed and precise pest management.",yes,experimental,laboratory,rm,23,0.19,0.008,Euler-Lotka,Jackknife,17,not sure if 17 or 200 * survival,Diptera,Drosophilidae,Drosophila,suzukii,borer,blackberry fruits,Rosaceae,blackberry fruits,Rosaceae,70,yes,12,Rio Grande do Sul (Braxil),-29.84253,-53.76806,fruto,10.1111/eea.12954,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-8703,1570-7458,2020,NA,WOS:000558682300001,"Effect of temperature on reproduction, development, and phenotypic plasticity ofDrosophila suzukiiin Brazil"
J,1,"Schlesener, DCH; Wollmann, J; Kruger, AP; Martins, LN; Teixeira, CM; Bernardi, D; Garcia, FRM","Temperature is a determining factor for the development and establishment potential of insect pests. The present study describes the impact of temperature (13, 18, 23, 25, 28, 30, and 33 degrees C) on the life cycle parameters and phenotypic plasticity of South American populations ofDrosophila suzukii(Matsumura) (Diptera: Drosophilidae) in the laboratory. Secondary objectives were to determine the lower thermal threshold and thermal constant to estimate the number of annual generations of the insect in small-fruit-producing regions in Brazil. The highest egg-to-adult survival was recorded at 23 and 25 degrees C. At 30 and 33 degrees C, no emergence ofD. suzukiiwas observed. The egg-to-adult development time was shortest at 25 and 28 degrees C (ca. 10 days). The net reproductive rate (R-0), and the intrinsic rate of population increase (r(m)) were highest at 23 and 25 degrees C. In contrast, temperatures of 13 and 28 degrees C generated largest and smallest body sizes, respectively, and caused reductions of 99 and 93% in R-0. The estimated lower thermal threshold was 7.8 degrees C for egg-to-adult survival. The estimated thermal constant was 185.8 degree days, and the estimated annual number of generations ofD. suzukiiranged from 17.1 in cold regions to 27.2 in warm regions. The results of the present study are important for understandingD. suzukiioccurrence in the field, contributing to more informed and precise pest management.",yes,experimental,laboratory,rm,25,0.166,0.008,Euler-Lotka,Jackknife,17,not sure if 17 or 200 * survival,Diptera,Drosophilidae,Drosophila,suzukii,borer,blackberry fruits,Rosaceae,blackberry fruits,Rosaceae,70,yes,12,Rio Grande do Sul (Braxil),-29.84253,-53.76806,fruto,10.1111/eea.12954,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-8703,1570-7458,2020,NA,WOS:000558682300001,"Effect of temperature on reproduction, development, and phenotypic plasticity ofDrosophila suzukiiin Brazil"
J,1,"Schlesener, DCH; Wollmann, J; Kruger, AP; Martins, LN; Teixeira, CM; Bernardi, D; Garcia, FRM","Temperature is a determining factor for the development and establishment potential of insect pests. The present study describes the impact of temperature (13, 18, 23, 25, 28, 30, and 33 degrees C) on the life cycle parameters and phenotypic plasticity of South American populations ofDrosophila suzukii(Matsumura) (Diptera: Drosophilidae) in the laboratory. Secondary objectives were to determine the lower thermal threshold and thermal constant to estimate the number of annual generations of the insect in small-fruit-producing regions in Brazil. The highest egg-to-adult survival was recorded at 23 and 25 degrees C. At 30 and 33 degrees C, no emergence ofD. suzukiiwas observed. The egg-to-adult development time was shortest at 25 and 28 degrees C (ca. 10 days). The net reproductive rate (R-0), and the intrinsic rate of population increase (r(m)) were highest at 23 and 25 degrees C. In contrast, temperatures of 13 and 28 degrees C generated largest and smallest body sizes, respectively, and caused reductions of 99 and 93% in R-0. The estimated lower thermal threshold was 7.8 degrees C for egg-to-adult survival. The estimated thermal constant was 185.8 degree days, and the estimated annual number of generations ofD. suzukiiranged from 17.1 in cold regions to 27.2 in warm regions. The results of the present study are important for understandingD. suzukiioccurrence in the field, contributing to more informed and precise pest management.",yes,experimental,laboratory,rm,28,0.088,0.1,Euler-Lotka,Jackknife,17,not sure if 17 or 200 * survival,Diptera,Drosophilidae,Drosophila,suzukii,borer,blackberry fruits,Rosaceae,blackberry fruits,Rosaceae,70,yes,12,Rio Grande do Sul (Braxil),-29.84253,-53.76806,fruto,10.1111/eea.12954,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0013-8703,1570-7458,2020,NA,WOS:000558682300001,"Effect of temperature on reproduction, development, and phenotypic plasticity ofDrosophila suzukiiin Brazil"
J,1,"del Pino, M; Cabello, T; Hernandez-Suarez, E","The golden twin-spot moth or tomato looper, Chrysodeixis chalcites (Esper), is a polyphagous and worldwide pest that causes important aesthetic damages to banana fruits in the Canary Islands. The life history parameters of C. chalcites were determined under laboratory conditions in base on the age-stage, two-sex life table at 15, 20, 25, 30, and 35 degrees C, 65% relative humidity (RH), and a photoperiod of 16:8 (L:D) h, when it was reared on a semi-synthetic diet. The results show that C. chalcites was able to develop and survive from 15 to 30 degrees C, but no development occurred at 35 degrees C. Developmental threshold temperatures of the egg, larval, pupal, and total preoviposition stages were 10.42, 11.73, 11.22, and 9.42 degrees C, respectively, and their effective accumulated temperatures were 58.31, 265.96, 118.57, and 562.39 degree-days, respectively. The adult longevity was reduced with increasing temperature, which ranged between 16.27 and 34.85 d for females and between 14.27 and 35.21 d for males.The highest values of net reproductive rate (R-0) and fecundity were observed at 25 degrees C, with 232.70 offspring and 1,224.74 eggs, respectively. Both the intrinsic rate of increase (r) finite rate of increase (lambda) increased significantly and mean generation time (T) decreased significantly with increasing temperature. These results provide useful information that will allow predicting the impact of climate change on the distribution and population dynamics of C. chalcites and developing successful integrated management programs.",yes,experimental,laboratory,rm,15,0.0413,0.0029,Euler-Lotka,bootstrap,13,n hembras,Lepidoptera,Noctuidae,Chrysodeixis,chalcites,chewer,banana,Musaceae,artificial,Artificial,NA,yes,NA,Las Galletas (Tenerife),28.0079,-16.65571,fruto,10.1093/ee/nvaa050,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0046-225X,1938-2936,2020,NA,WOS:000581004700001,"Age-Stage, Two-Sex Life Table of Chrysodeixis chalcites (Lepidoptera: Noctuidae) at Constant Temperatures on Semi-Synthetic Diet"
J,1,"del Pino, M; Cabello, T; Hernandez-Suarez, E","The golden twin-spot moth or tomato looper, Chrysodeixis chalcites (Esper), is a polyphagous and worldwide pest that causes important aesthetic damages to banana fruits in the Canary Islands. The life history parameters of C. chalcites were determined under laboratory conditions in base on the age-stage, two-sex life table at 15, 20, 25, 30, and 35 degrees C, 65% relative humidity (RH), and a photoperiod of 16:8 (L:D) h, when it was reared on a semi-synthetic diet. The results show that C. chalcites was able to develop and survive from 15 to 30 degrees C, but no development occurred at 35 degrees C. Developmental threshold temperatures of the egg, larval, pupal, and total preoviposition stages were 10.42, 11.73, 11.22, and 9.42 degrees C, respectively, and their effective accumulated temperatures were 58.31, 265.96, 118.57, and 562.39 degree-days, respectively. The adult longevity was reduced with increasing temperature, which ranged between 16.27 and 34.85 d for females and between 14.27 and 35.21 d for males.The highest values of net reproductive rate (R-0) and fecundity were observed at 25 degrees C, with 232.70 offspring and 1,224.74 eggs, respectively. Both the intrinsic rate of increase (r) finite rate of increase (lambda) increased significantly and mean generation time (T) decreased significantly with increasing temperature. These results provide useful information that will allow predicting the impact of climate change on the distribution and population dynamics of C. chalcites and developing successful integrated management programs.",yes,experimental,laboratory,rm,20,0.0599,0.0042,Euler-Lotka,bootstrap,18,n hembras,Lepidoptera,Noctuidae,Chrysodeixis,chalcites,chewer,banana,Musaceae,artificial,Artificial,NA,yes,NA,Las Galletas (Tenerife),28.0079,-16.65571,fruto,10.1093/ee/nvaa050,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0046-225X,1938-2936,2020,NA,WOS:000581004700001,"Age-Stage, Two-Sex Life Table of Chrysodeixis chalcites (Lepidoptera: Noctuidae) at Constant Temperatures on Semi-Synthetic Diet"
J,1,"del Pino, M; Cabello, T; Hernandez-Suarez, E","The golden twin-spot moth or tomato looper, Chrysodeixis chalcites (Esper), is a polyphagous and worldwide pest that causes important aesthetic damages to banana fruits in the Canary Islands. The life history parameters of C. chalcites were determined under laboratory conditions in base on the age-stage, two-sex life table at 15, 20, 25, 30, and 35 degrees C, 65% relative humidity (RH), and a photoperiod of 16:8 (L:D) h, when it was reared on a semi-synthetic diet. The results show that C. chalcites was able to develop and survive from 15 to 30 degrees C, but no development occurred at 35 degrees C. Developmental threshold temperatures of the egg, larval, pupal, and total preoviposition stages were 10.42, 11.73, 11.22, and 9.42 degrees C, respectively, and their effective accumulated temperatures were 58.31, 265.96, 118.57, and 562.39 degree-days, respectively. The adult longevity was reduced with increasing temperature, which ranged between 16.27 and 34.85 d for females and between 14.27 and 35.21 d for males.The highest values of net reproductive rate (R-0) and fecundity were observed at 25 degrees C, with 232.70 offspring and 1,224.74 eggs, respectively. Both the intrinsic rate of increase (r) finite rate of increase (lambda) increased significantly and mean generation time (T) decreased significantly with increasing temperature. These results provide useful information that will allow predicting the impact of climate change on the distribution and population dynamics of C. chalcites and developing successful integrated management programs.",yes,experimental,laboratory,rm,25,0.1348,0.006,Euler-Lotka,bootstrap,19,n hembras,Lepidoptera,Noctuidae,Chrysodeixis,chalcites,chewer,banana,Musaceae,artificial,Artificial,NA,yes,NA,Las Galletas (Tenerife),28.0079,-16.65571,fruto,10.1093/ee/nvaa050,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0046-225X,1938-2936,2020,NA,WOS:000581004700001,"Age-Stage, Two-Sex Life Table of Chrysodeixis chalcites (Lepidoptera: Noctuidae) at Constant Temperatures on Semi-Synthetic Diet"
J,1,"del Pino, M; Cabello, T; Hernandez-Suarez, E","The golden twin-spot moth or tomato looper, Chrysodeixis chalcites (Esper), is a polyphagous and worldwide pest that causes important aesthetic damages to banana fruits in the Canary Islands. The life history parameters of C. chalcites were determined under laboratory conditions in base on the age-stage, two-sex life table at 15, 20, 25, 30, and 35 degrees C, 65% relative humidity (RH), and a photoperiod of 16:8 (L:D) h, when it was reared on a semi-synthetic diet. The results show that C. chalcites was able to develop and survive from 15 to 30 degrees C, but no development occurred at 35 degrees C. Developmental threshold temperatures of the egg, larval, pupal, and total preoviposition stages were 10.42, 11.73, 11.22, and 9.42 degrees C, respectively, and their effective accumulated temperatures were 58.31, 265.96, 118.57, and 562.39 degree-days, respectively. The adult longevity was reduced with increasing temperature, which ranged between 16.27 and 34.85 d for females and between 14.27 and 35.21 d for males.The highest values of net reproductive rate (R-0) and fecundity were observed at 25 degrees C, with 232.70 offspring and 1,224.74 eggs, respectively. Both the intrinsic rate of increase (r) finite rate of increase (lambda) increased significantly and mean generation time (T) decreased significantly with increasing temperature. These results provide useful information that will allow predicting the impact of climate change on the distribution and population dynamics of C. chalcites and developing successful integrated management programs.",yes,experimental,laboratory,rm,30,0.1319,0.0076,Euler-Lotka,bootstrap,22,n hembras,Lepidoptera,Noctuidae,Chrysodeixis,chalcites,chewer,banana,Musaceae,artificial,Artificial,NA,yes,NA,Las Galletas (Tenerife),28.0079,-16.65571,fruto,10.1093/ee/nvaa050,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0046-225X,1938-2936,2020,NA,WOS:000581004700001,"Age-Stage, Two-Sex Life Table of Chrysodeixis chalcites (Lepidoptera: Noctuidae) at Constant Temperatures on Semi-Synthetic Diet"
J,1,"Tian, ZQ; Wang, SJ; Bai, B; Gao, B; Liu, J","Aphis glycines Matsumura (Hemiptera: Aphididae) is a common pest in soybeans in China. Though the pest has been studied extensively for many yr, there is little information regarding life history traits of A. glycines autumnal morphs on buckthorn in autumn. Life tables were constructed of A. glycines gynoparae, males, and oviparae reared at 13, 18, 23, 28, and 33 degrees C with a photoperiod of 12:12 h (L:D). Our results showed that gynoparae nymphs of A. glycines could survive well at temperatures from 13 to 33 degrees C, but male and oviparae nymphs could not develop into adults at 33 degrees C. Development time of nymphal gynoparae, males, and oviparae all gradually decreased when temperatures increased from 13 to 28 degrees C. Adult longevity of gynoparae and virgin males also decreased gradually when temperatures increased from 13 to 28 degrees C. Fecundity of A. glycines gynoparae was the greatest at 23 degrees C, with a value of 15.87 +/- 0.33 oviparae per gynoparae. Males and oviparae of A. glycines mated only at 13 and 18 degrees C in the laboratory. Oviparae fecundity at 18 degrees C was greater than at 13 degrees C. This study provides important information on survival, development, and reproduction of A. glycines autumnal morphs, which is useful for understanding the population dynamics and life cycle of A. glycines in autumn, and to study the ecological adaptability of A. glycines in autumn.",yes,experimental,laboratory,rm,13,0.1061,0.001,Euler-Lotka,bootstrap,50,NA,Hemiptera,Aphididae,Aphis,glycines,sucker,soybean,Fabaceae,rhamnus,Fabaceae,70,yes,12,Harbin (China),45.79883,126.5304,growth chambers,10.1653/024.103.0213,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,NA,WOS:000551268800013,"Effects of temperature on survival, development, and reproduction of Aphis glycines (Hemiptera: Aphididae) autumnal morphs"
J,0,"Tian, ZQ; Wang, SJ; Bai, B; Gao, B; Liu, J","Aphis glycines Matsumura (Hemiptera: Aphididae) is a common pest in soybeans in China. Though the pest has been studied extensively for many yr, there is little information regarding life history traits of A. glycines autumnal morphs on buckthorn in autumn. Life tables were constructed of A. glycines gynoparae, males, and oviparae reared at 13, 18, 23, 28, and 33 degrees C with a photoperiod of 12:12 h (L:D). Our results showed that gynoparae nymphs of A. glycines could survive well at temperatures from 13 to 33 degrees C, but male and oviparae nymphs could not develop into adults at 33 degrees C. Development time of nymphal gynoparae, males, and oviparae all gradually decreased when temperatures increased from 13 to 28 degrees C. Adult longevity of gynoparae and virgin males also decreased gradually when temperatures increased from 13 to 28 degrees C. Fecundity of A. glycines gynoparae was the greatest at 23 degrees C, with a value of 15.87 +/- 0.33 oviparae per gynoparae. Males and oviparae of A. glycines mated only at 13 and 18 degrees C in the laboratory. Oviparae fecundity at 18 degrees C was greater than at 13 degrees C. This study provides important information on survival, development, and reproduction of A. glycines autumnal morphs, which is useful for understanding the population dynamics and life cycle of A. glycines in autumn, and to study the ecological adaptability of A. glycines in autumn.",yes,experimental,laboratory,rm,18,0.2093,0.0046,Euler-Lotka,bootstrap,28,NA,Hemiptera,Aphididae,Aphis,glycines,sucker,soybean,Fabaceae,rhamnus,Fabaceae,70,yes,12,Harbin (China),45.79883,126.5304,growth chambers,10.1653/024.103.0213,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-4040,1938-5102,2020,NA,WOS:000551268800013,"Effects of temperature on survival, development, and reproduction of Aphis glycines (Hemiptera: Aphididae) autumnal morphs"
