Publication Type,Authors,Article Title,Abstract,Filter,Approach,Subapproach,Lab_response,Monitoring_method,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,,ISSN,eISSN,Year,DOI,UT (Unique WOS ID)
J,"Ciancio, JJ; Turnbull, KF; Gariepy, TD; Sinclair, BJ","Cold tolerance, water balance, energetics, gas exchange, and diapause in overwintering brown marmorated stink bugs","Halyomorpha halys (Hemiptera: Pentatomidae) is an emerging pest which established in Ontario, Canada, in 2012. Halyomporpha halys overwinters in anthropogenic structures as an adult. We investigated seasonal variation in the cold tolerance, water balance, and energetics of H. halys in southwestern Ontario. We also induced diapause in laboratory-reared animals with short daylength at permissive temperatures and compared cold tolerance, water balance, energetics, and metabolism and gas exchange between diapausing and non-diapausing individuals. Halyomorpha halys that overwintered outside in Ontario all died, but most of those that overwintered in sheltered habitats survived. We confirm that overwintering H. halys are chill-susceptible. Over winter, Ontario H. halys depressed their supercooling point to c. -15.4 degrees C, and 50% survived a 1 h exposure to -17.5 degrees C. They reduce water loss rates over winter, and do not appear to significantly consume lipid or carbohydrate reserves to a level that might cause starvation. Overall, it appears that H. halys is dependent on built structures and other buffered microhabitats to successfully overwinter in Ontario. Laboratory-reared diapausing H. halys have lower supercooling points than their non-diapausing counterparts, but LT50 is not enhanced by diapause induction. Diapausing H. halys survive desiccating conditions for 3-4 times longer than those not in diapause, through decreases in both respiratory and cuticular water loss. Diapausing H. halys do not appear to accumulate any more lipid or carbohydrate than those not in diapause, but do have lower metabolic rates, and are slightly more likely to exhibit discontinuous gas exchange.",no,,,,,JOURNAL OF INSECT PHYSIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0022-1910,1879-1611,2021,10.1016/j.jinsphys.2020.104171,WOS:000605762300004
J,"Smit, C; Javal, M; Lehmann, P; Terblanche, JS",Metabolic responses to starvation and feeding contribute to the invasiveness of an emerging pest insect,"Metabolic rate, and the flexibility thereof, is a complex trait involving several inter-linked variables that can influence animal energetics, behavior, and ultimately, fitness. Metabolic traits respond readily to ambient temperature variation, in some cases increasing relative or absolute energetic costs, while in other cases, depending on the organism's metabolic and behavioral responses to changing conditions, resulting in substantial energy savings. To gain insight into the rapid recent emergence of the indigenous South African longhorn beetle Cacosceles newmannii as a crop pest in sugarcane, a better understanding of its metabolic rate, feeding response, digestion times, and aerobic scope is required, in conjunction with any behavioral responses to food availability or limitation thereof. Here, we therefore experimentally determined metabolic rate, estimated indirectly as CO2 production using flow-through respirometry, in starved, fasted, and fed C. newmannii larvae, at 20 degrees C and 30 degrees C. We estimated multiple parameters of metabolic rate (starved, standard, active, and maximum metabolic rates) as well as aerobic scope (AS), specific dynamic action (SDA), and the percentage time active during respirometry trials. Additionally, in individuals that showed cyclic or discontinuous gas exchange patterns, we compared rate, volume, and duration of cycles, and how these were influenced by temperature. Standard and active metabolic rate, and AS and SDA were significantly higher in the larvae measured at 30 degrees C than those measured at 20 degrees C. By contrast, starved and maximum metabolic rates and percentage time active were unaffected by temperature. At rest and after digestion was complete, 35% of larvae showed cyclic gas exchange at both temperatures; 5% and 15% showed continuous gas exchange at 20 degrees C and 30 degrees C respectively, and 10% and 0% showed discontinuous gas exchange at 20 degrees C and 30 degrees C respectively. We propose that the ability of C. newmannii larvae to survive extended periods of resource limitation, combined with a rapid ability to process food upon securing resources, even at cooler conditions that would normally suppress digestion in tropical insects, may have contributed to their ability to feed on diverse low energy resources typical of their host plants, and become pests of, and thrive on, a high energy host plant like sugarcane.",yes,experimental,laboratory,metabolism,,JOURNAL OF INSECT PHYSIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0022-1910,1879-1611,2021,10.1016/j.jinsphys.2020.104162,WOS:000605762300002
J,"Khodayari, S; Nematollahi, N; Abedini, F; Rasouli, F",The response of common bean (Phaseolus vulgaris L.) to salinity and drought stresses and life table parameters of Tetranychus urticae Koch reared on it,"Plants in nature are constantly exposed to various stresses resulting from fluctuating environmental conditions which adversely affect their growth and development and may affect the performance of herbivores feeding on them. Drought and salinity are the most serious problems of agriculture due to climatic changes. According to global warming and drying of Urmia salty lake in Northwestern Iran which could result in salinization of agricultural lands nearby, the focus of this study was to examine the effect of two above mentioned stresses on a host plant and its pest population. Three levels of salinity (50 (low), 100 (intermediate) and 150 (high) mM NaCl) and water deficit (40-50% the amount of water given to control plants) were induced to common bean (Phaseolus vulgaris) as stress factors and the following characteristics were measured: fresh and dry weight, leaf area, chlorophyll, carotenoid, proline and protein contents and CAT, APX and GPX enzyme activities. The life table parameters of two-spotted spider mite, Tetranychus urticae Koch, reared on stress-induced plants were measured and compared with control. The high saline condition caused plant defoliation and was deleted from results. The low saline condition caused an increase in fresh weight and decrease in chlorophyll and protein contents of plant. Intermediate saline condition caused an increase in APX and CAT enzyme activities and decrease of dry weight, chlorophyll, protein and proline contents. Drought condition caused an increase of APX and GPX enzyme activities and proline content and decrease of dry weight and chlorophyll content. Analysis of life table data of T. urticae showed a significant decrease of net reproductive rate (R-0), mean generation time (T) and gross reproductive rate (GRR) of mites reared on plants under both of stresses. The intrinsic rate of increase (r) and finite rate of increase (lambda) decreased significantly only for mites reared on plants under intermediate saline condition.",no,,,,,SYSTEMATIC AND APPLIED ACAROLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1362-1971,NA,2021,10.11158/saa.26.1.4,WOS:000608168700004
J,"Lei, YY; Jaleel, W; Shahzad, MF; Ali, S; Azad, R; Ikram, RM; Ali, H; Ghramh, HA; Khan, KA; Qiu, XL; He, YR; Lyu, LH","Effect of constant and fluctuating temperature on the circadian foraging rhythm of the red imported fire ant, Solenopsis invicta Buren (Hymenoptera: Formicidae)","Understanding circadian foraging rhythms activity of the red imported fire ant, Solenopsis invicta Buren (Hymenoptera: Formicidae) foragers at different temperatures is an important step towards developing control measures in Integrated Pest Management (IPM) programs. In this study, the circadian foraging rhythm activities of S. invicta foragersat different temperature were investigated under laboratory and field conditions. Results indicated that the foraging activity increased after sunrise, and maximum foraging occurred at 14:00 (foraging rate was 69.22 +/- 0.57 and 72.58 +/- 1.15 foragers/min in the first and second year, respectively) in the tea fields of Guangzhou during autumn. Furthermore, foragers demonstrated circadian rhythms and exhibited a unimodal after 24 h. A significant correlation was found between foraging activity and temperature. S. invicta colonies were active at moderate soil temperatures (approximately 26.65 degrees C to 29.24 degrees C). The preferred temperature of the colonies was 26 degrees C, followed by 22 degrees C and 18 degrees C in the laboratory. The individual S. invicta activity was maximum at 17:00 (18.67 +/- 1.66 times/10 min) and minimum at 5:00 (8.33 +/- 2.51 times/10 min) at 26 degrees C. The fluctuating temperature had a significant impact on individual locomotor activity (r = 0.8979, P < 0.01) but did not alter the rhythm activity. Our results demonstrated that temperature might play an important role in circadian foraging rhythms activity of S. invicta. These results may have implications for the development of more effective fire ant management strategies. (C) 2020 The Authors. Published by Elsevier B.V. on behalf of King Saud University.",yes,both,damage,,damage observed,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1319-562X,2213-7106,2021,10.1016/j.sjbs.2020.08.032,WOS:000604732000008
J,"Ingegno, BL; Messelink, GJ; Leman, A; Sacco, D; Tavella, L",Development and thermal activity thresholds of European mirid predatory bugs,"Generalist predators belonging to Dicyphini (Hemiptera: Miridae) play an important role in pest control in vegetable crops. Temperature is one the most important factors affecting their efficacy as biological control agents (BCAs) and a better understanding of temperature effects can help to select the best performing species for certain climatic conditions. In this study we assessed the thermal requirements of six dicyphine species: Dicyphus bolivari (2 different strains), Dicyphus eckerleini, Dicyphus errans, Dicyphus flavoviridis, Nesidiocoris tenuis and Macrolophus pygmaeus. Two experimental methods were used: one static, by recording the developmental times at six temperatures (15-40 degrees C) and one dynamic, by determining low and high temperature thresholds for movement. Based on the results of both methods we identified two groups: N. tenuis, M. pygmaeus and D. bolivari showed the best performance at high temperatures and the species D. errans, D. eckerleini and D. flavoviridis were most active at low temperatures. Dicyphus bolivari and N. tenuis were the only species able to reach adulthood at the constant temperature of 35 degrees C. At low temperatures, D. eckerleini and D. errans were the only species still able to walk below 0 degrees C. The species less vulnerable for lower temperatures were more vulnerable for higher temperatures and vice versa. Among the tested species, the larger sized species seem to be better adapted to lower temperature and the and smaller sized species better to higher temperatures. Females and males in all species differed in their cold and heat tolerance. Males were in general beter adapted to higher temperatures and females beter adapted to lower temperatures.",no,,,,,BIOLOGICAL CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1049-9644,1090-2112,2021,10.1016/j.biocontrol.2020.104423,WOS:000597334500008
J,"Thapa, S; Hussain, A",Climate change and high-altitude food security: a small-scale study from the Karnali region in Nepal,"This study attempted to understand the local perspective on climate change and its impacts on agriculture and household food security in the Karnali region of Nepal - one of the most inaccessible and least researched mountain regions in Nepal. Using the small-scale survey data collected in 2017 from farm households in Tatopani rural municipality of Jumla district, the study found that a majority of households perceived changes in temperature and rainfall patterns, timing of seasons, incidence of drought and water availability, compared with the situation 10 years ago (2007 or earlier). They perceived mixed impacts of climate change on the production of major crops: a decline in the production of brown rice, wheat and barley, and an increase in the production of potato and local beans. Food security analysis showed that farm households had low dietary diversity, and 42% of them were food insecure. Regression analysis found that perceived climate-induced changes in water availability, timing of seasons, incidence of hazards and incidence of crop pest attacks had negative relationship with household food security. Based on the findings, the study suggested some key strategies to improve local food security in the face of climate change in the study area and other similar areas.",no,,,,,CLIMATE AND DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1756-5529,1756-5537,NA,10.1080/17565529.2020.1855099,WOS:000605728000001
J,"Cokola, MC; Mugumaarhahama, Y; Noel, G; Bisimwa, EB; Bugeme, DM; Chuma, GB; Ndeko, AB; Francis, F","Bioclimatic zonation and potential distribution of Spodoptera frugiperda (Lepidoptera: Noctuidae) in South Kivu Province, DR Congo","Background The fall Armyworm (FAW) Spodoptera frugiperda (JE Smith), is currently a devastating pest throughout the world due to its dispersal capacity and voracious feeding behaviour on several crops. A MaxEnt species distributions model (SDM) was developed based on collected FAW occurrence and environmental data's. Bioclimatic zones were identified and the potential distribution of FAW in South Kivu, eastern DR Congo, was predicted. Results Mean annual temperature (bio1), annual rainfall (bio12), temperature seasonality (bio4) and longest dry season duration (llds) mainly affected the FAW potential distribution. The average area under the curve value of the model was 0.827 demonstrating the model efficient accuracy. According to Jackknife test of variable importance, the annual rainfall was found to correspond to the highest gain when used in isolation. FAWs' suitable areas where this pest is likely to be present in South Kivu province are divided into two corridors. The Eastern corridor covering the Eastern areas of Kalehe, Kabare, Walungu, Uvira and Fizi territories and the Western corridor covering the Western areas of Kalehe, Kabare, Walungu and Mwenga. Conclusions This research provides important information on the distribution of FAW and bioclimatic zones in South Kivu. Given the rapid spread of the insect and the climatic variability observed in the region that favor its development and dispersal, it would be planned in the future to develop a monitoring system and effective management strategies to limit it spread and crop damage.",no,,,,,BMC ECOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1472-6785,2020,10.1186/s12898-020-00335-1,WOS:000595286600001
J,"Diaz-Alvarez, EA; Martinez-Zavaleta, JP; Lopez-Santiz, EE; de la Barrera, E; Larsen, J; del-Val, E",Climate change can trigger fall armyworm outbreaks: a developmental response experiment with two Mexican maize landraces,"Maize is one of the most important crops in the world, particularly in Mexico where it was domesticated and is central to traditional cultures. The fall armyworm (Spodoptera frugiperda [J.E. Smith]), is a major pest that can greatly reduce production of this crop. Climate change also threatens maize production, as projections estimate an increase of fall armyworm outbreaks. For these reasons, (1) we assessed the changes in the S. frugiperda life cycle along a temperature gradient ranging from 23 degrees C to 31 degrees C, and (2) assessed the development of larvae feeding on two Mexican landraces and the responses of each landrace to herbivory under current and predicted climatic conditions; both assessments were conducted under laboratory conditions. Development was faster and each life cycle stage was shorter at higher temperatures. The effect of herbivory differed between the landraces; herbivory was more harmful for White Ranchero than for Yellow. As warmer and drier conditions are expected during this century, sowing appropriate maize landraces that can cope with herbivores under climate change could mitigate potential economic losses.",yes,experimental,laboratory,damage,,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0967-0874,1366-5863,NA,10.1080/09670874.2020.1869347,WOS:000605052800001
J,"Just, MG; Dale, AG; Frank, SD",Gloomy Scale (Hemiptera: Diaspididae) Ecology and Management on Landscape Trees,"Gloomy scale, Melanaspis tenebricosa (Comstock), is native to the eastern United States and feeds on deciduous trees. In natural areas, it is a background herbivore that typically remains at low densities. Gloomy scale generally responds positively to warming with greater egg production, size, survival, and abundance. In urban areas, which are warmer than surrounding natural areas, gloomy scale is pestiferous on planted trees, particularly red maple (Acer rubrum L.; Sapindales: Sapindaceae) but other native maples as well. They live on the bark and damage host trees by feeding from plant cells and tissues, which deprives the trees of energy and nutrients, reducing the trees' growth and overall health. Gloomy scales are likely to expand their range beyond the Southeast and become pestilent in new areas with continued climatic warming and urbanization. Here we present a review of the biology, ecology, response to environmental conditions, host range and damage, and management of gloomy scale.",no,,,,,JOURNAL OF INTEGRATED PEST MANAGEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2155-7470,2020,10.1093/jipm/pmaa028,WOS:000607147800001
J,"Fan, JY; Haseeb, M; Ren, QL; Tian, TQ; Zhang, RZ; Wu, PX",Factoring distribution and prevalence of Fall armyworm in southwest China,"Host plant growth changing with environmental conditions can impact the distribution of herbivores. The generalist herbivore fall armyworm (FAW), Spodoptera frugiperda (J. E. Smith) (Lepidoptera: Noctuidae), is an invasive pest rapidly spreading across the world and has recently invaded southern China. We studied effects of environmental factors on the distribution of the fall armyworm and its host (maize) plant growth in the tropical mountainous area of Huize County, province of Yunnan, southwest China. Moreover, the relationships among the FAW distribution, environmental factors (altitude, temperature and humidity) and plant growth (mean kernel weight, kernel number per ear and ear weight) were analysed. The results showed that FAW predominated at altitude 1,243.3 m, temperature 21.4 degrees C and humidity 82.1%. The host plant grew best at 1,200-1,312 m, 21.0-21.7 degrees C and 81.2%-82.0%. Environmental factors indirectly influenced the distribution of FAW via the host plant growth. Compared with environmental factors, the host plant growth had a simplistic positive linear relationship with the density of FAW. FAW is less impacted by abiotic factors rather it determined by host plant prevalence, and thus the locations where maize plants grow best are preferred by FAW and should be the focus of insecticide applications. Understanding the distribution of FAW under various environmental conditions provides a valuable reference for Chinese maize production and food security.",yes,field,abundance,,,JOURNAL OF APPLIED ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0931-2048,1439-0418,NA,10.1111/jen.12852,WOS:000601615400001
J,"Pawson, SM; Kerr, JL; Somchit, C; Wardhaugh, CW",Flight activity of wood- and bark-boring insects at New Zealand ports,"Background: Bark- and wood-boring forest insects spread via international trade. Surveys frequently target new arrivals to mitigate establishment. Alternatively, monitoring pest activity in exporting countries can inform arrival and establishment risk. Methods: We report >3 years data from daily sampling of bark- and wood-boring insects that are associated with recently felled Pinus radiata D.Don at five New Zealand ports. Results: Average catch differed between ports and months with Arhopalus ferus (Mulsant), Hylurgus ligniperda F., and Hylastes ater (Paykull) comprising 99.6% of the total catch. Arhopalus ferus was absent during winter with Hylastes ater and Hyturgus ligniperda activity between June and August representing 3.5 and 3.7% of total catch, respectively. Maximum temperature and wind speed influenced flight activity of all three species but not universally across all ports. Flight activity transitioned to a nonlinear pattern above 20 degrees C. Arhopalus ferus has a unimodal flight risk period between late-September and late-April. Hylastes ater was also unimodal except in Dunedin where it was bimodal like Hylurgus ligniperda was in all regions with spring and mid- to late-summer activity periods. Although Hylastes ater was observed during winter, the probability of a flight event during winter was between 0 and 0.02 per week. Hylurgus ligniperda flight probability was zero in Dunedin and low at all other ports from May to August. Conclusions: Modelling seasonal changes in flight probability can inform risk-based phytosanitary measures. We demonstrate the utility of maximum temperature and seasonality as a predictor of wood commodity infestation risk. Such predictors allow National Plant Protection Organisations to develop standards that protect the post-treatment phytosanitary security of individual consignments.",no,,,,,NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0048-0134,1179-5395,2020,10.33494/nzjfs502020x132x,WOS:000604601300001
J,"Zingore, KM; Sithole, G; Abdel-Rahman, EM; Mohamed, SA; Ekesi, S; Tanga, CM; Mahmoud, MEE",Global risk of invasion by Bactrocera zonata: Implications on horticultural crop production under changing climatic conditions,"The peach fruit fly Bactrocera zonata (Saunders) (Diptera: Tephritidae) is an important invasive species causing substantial losses to the horticulture industry worldwide. Despite the severe economic impact caused by this pest in its native and invaded range, information on its potential range expansion under changing climate remains largely unknown. In this study, we employed maximum entropy (MaxEnt) modeling approach to predict the global potential climatic suitability of B. zonata under current climate and four Representative Concentration Pathways (RCPs) for the year 2050. Outputs from MaxEnt were merged with Spatial Production Allocation Model. A natural dispersal model using Gaussian dispersal kernel was developed. The Areas Under Curves generated by MaxEnt were greater than 0.92 for both current and future climate change scenarios, indicating satisfactory performances of the models. Mean temperature of the coldest quarter, precipitation of driest month and temperature seasonality significantly influenced the potential establishment of B. zonata. The models indicated high climatic suitability in tropical and subtropical areas in Asia and Africa, where the species has already been recorded. Suitable areas were predicted in West, East and Central Africa and to a lesser extent in Central and South America. Future climatic scenarios models, RCP 4.5 and 8.5 show significant potential range expansion of B. zonata in Western Sahara, while RCP 4.5 highlighted expansion in Southern Africa. Contrarily, RCP 2.6 showed considerable decrease in B. zonata range expansion in Central, East and West Africa. There was increased climatic suitability of B. zonata in Egypt and Middle East under RCP 6.0. The dispersal model revealed that B. zonata could spread widely within its vicinity with decreasing infestation rates away from the source points. Our findings can help to guide biosecurity agencies in decision-making and serve as an early warning tool to safeguard against the pest invasion into unaffected areas.",no,,,,,PLOS ONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1932-6203,NA,2020,10.1371/journal.pone.0243047,WOS:000603071600033
J,"Nasrin, M; Amin, MR; Miah, MRU; Akanda, AM; Miah, MG; Kwon, O; Suh, SJ",Occurrence and severity of mite Polyphagotarsonemus latus (Tarsonemidae) on chili plants: Analysis of pest-weather and host plant characteristics,"The abundance, infestation, and severity of the mite Polyphagotarsonemus latus were studied on the chili (Capsicum frutescens L., Solanaceae) varieties BARI Morich 1, BARI Morich 2, BARI Morich 3, BINA Morich 1, and Bogura Morich from November 2017 to June 2018. The abundance of mites was found from 05 February to 28 May, and the peak abundance on the chili varieties occurred on 09 April. Mite population showed the highest and the lowest occurrences on BINA Morich 1 and BARI Morich 2, respectively. The abundance of P. latus on the chili varieties showed significant positive correlation with temperature, and the relationship with relative humidity and rainfall was negative. Mite population was negatively correlated with leaf trichomes of all the chili varieties, and depicted significant negative correlation with the leaf area of BARI Morich 1, BARI Morich 3 and BINA Morich 1. The number of flower of the chili varieties BARI Morich 3 and BINA Morich 1, and number of fruit of the varieties BARI Morich 1, BARI Morich 3, BINA Morich 1 and Bogura Morich showed significant negative correlation with mite population. The chili varieties demonstrated significant differences within their leaf curl indices (LCI), and infestation levels of flower and fruit. The BARI Morich 2 revealed the lowest level of mite infestation on flowers and fruits. The varieties BARI Morich 1, BARI Morich 2, and Bogura Morich contained <50% LCI, which were categorized as moderately resistant, and the rest varieties were categorized as susceptible due to >50% LCI.",yes,field,abundance,,,ENTOMOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1738-2297,1748-5967,NA,10.1111/1748-5967.12491,WOS:000599192600001
