Authors,Year,title,DOI,Filter_3,Approach,Subapproach,temperature,growth_rate,vi,n_1,order,family,genus,species,feeding_guild,h_p_family,diet_family,RH,daylength,lat,lon,sd_treat,id,sd_median
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,15,0.17248132700000002,0.020817613545473998,20,Hemiptera,Aphididae,Sitobion,fragariae,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.09309919803400055,42,0.10542732946888449
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,20,0.27899159549999997,0.026330921530264503,20,Hemiptera,Aphididae,Sitobion,fragariae,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.11775546090376843,42,0.10542732946888449
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,25,0.252804459,0.045817736596651,20,Hemiptera,Aphididae,Sitobion,fragariae,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.204903147210583,42,0.10542732946888449
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,20,0.012860254,0.008855397766419,54,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.06507361799132523,43,0.0683913863526379
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,23,0.083673757,0.00393595882788,82,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.035641623074305316,43,0.0683913863526379
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,25,0.075545981,0.005098327627214,59,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.039160997575015864,43,0.0683913863526379
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,30,0.152005323,0.007871102301663,83,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.07170915471395058,43,0.0683913863526379
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,34,0.113924536,0.017977090180609,44,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.1192465259029249,43,0.0683913863526379
"Dreyer, H; Baumgartner, J",1996,Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C-shadabi,10.1111/j.1570-7458.1996.tb00783.x,yes,experimental,laboratory,36,0.143365015,0.010196655254427,60,Hemiptera,Coreidae,Clavigralla,species,sucker,Fabaceae,Fabaceae,80,12,7.16545,1.98288,0.07898295197482824,43,0.0683913863526379
"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",2020,Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,10.11158/saa.25.3.8,yes,experimental,laboratory,17,0.0319,0.0071,12,Acari,Tetranychidae,Eutetranychus,africanus,sucker,Caricaceae,Caricaceae,70,12,23.42497,120.52254,0.024595121467478057,44,0.07945960142321996
"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",2020,Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,10.11158/saa.25.3.8,yes,experimental,laboratory,22,0.0757,0.0091,46,Acari,Tetranychidae,Eutetranychus,africanus,sucker,Caricaceae,Caricaceae,70,12,23.42497,120.52254,0.06171920284643994,44,0.07945960142321996
"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",2020,Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,10.11158/saa.25.3.8,yes,experimental,laboratory,27,0.1221,0.0194,28,Acari,Tetranychidae,Eutetranychus,africanus,sucker,Caricaceae,Caricaceae,70,12,23.42497,120.52254,0.10265515086930613,44,0.07945960142321996
"Lin, MY; Lin, CH; Lin, YP; Tseng, CT",2020,Temperature-dependent life history of Eutetranychus africanus (Acari: Tetranychidae) on papaya,10.11158/saa.25.3.8,yes,experimental,laboratory,32,0.0924,0.0162,36,Acari,Tetranychidae,Eutetranychus,africanus,sucker,Caricaceae,Caricaceae,70,12,23.42497,120.52254,0.0972,44,0.07945960142321996
"Ullah, MS; Kamimura, T; Gotoh, T",2020,Effects of Temperature on Demographic Parameters of Bryobia praetiosa (Acari: Tetranychidae),10.1093/jee/toz294,yes,experimental,laboratory,15,0.0721,0.0011,24,Acari,Tetranychidae,Bryobia,praetiosa,sucker,Fabaceae,Fabaceae,65,16,35.46669,139.4151,0.005388877434122991,45,0.0144267030802455
"Ullah, MS; Kamimura, T; Gotoh, T",2020,Effects of Temperature on Demographic Parameters of Bryobia praetiosa (Acari: Tetranychidae),10.1093/jee/toz294,yes,experimental,laboratory,20,0.129,0.002,48,Acari,Tetranychidae,Bryobia,praetiosa,sucker,Fabaceae,Fabaceae,65,16,35.46669,139.4151,0.013856406460551017,45,0.0144267030802455
"Ullah, MS; Kamimura, T; Gotoh, T",2020,Effects of Temperature on Demographic Parameters of Bryobia praetiosa (Acari: Tetranychidae),10.1093/jee/toz294,yes,experimental,laboratory,25,0.1679,0.0021,51,Acari,Tetranychidae,Bryobia,praetiosa,sucker,Fabaceae,Fabaceae,65,16,35.46669,139.4151,0.014996999699939985,45,0.0144267030802455
"Ullah, MS; Kamimura, T; Gotoh, T",2020,Effects of Temperature on Demographic Parameters of Bryobia praetiosa (Acari: Tetranychidae),10.1093/jee/toz294,yes,experimental,laboratory,30,0.1203,0.0064,29,Acari,Tetranychidae,Bryobia,praetiosa,sucker,Fabaceae,Fabaceae,65,16,35.46669,139.4151,0.03446505476566083,45,0.0144267030802455
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,15,0.043,0.002,38,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.012328828005937952,46,0.03905511720639281
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,20,0.087,0.003,38,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.018493242008906927,46,0.03905511720639281
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,25,0.213,0.004,53,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.029120439557122072,46,0.03905511720639281
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,30,0.252,0.009,40,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.05692099788303083,46,0.03905511720639281
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,35,0.235,0.01,43,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.06557438524302,46,0.03905511720639281
"Hasanvand, I; Jafari, S; Khanjani, M",2020,"Effect of temperature on development and reproduction of Tetranychus kanzawai (Tetranychidae), fed on apple leaves",10.1080/01647954.2019.1694582,yes,experimental,laboratory,37.5,0.134,0.01,24,Acari,Tetranychidae,Tetranychus,kanzawai,sucker,Fabaceae,Rosaceae,NA,16,33.48421,48.35383,0.04898979485566356,46,0.03905511720639281
"Bahirai, F; Jafari, S; Lotfollahi, P; Shakarami, J",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,yes,experimental,laboratory,17,0.043,0.005,60,Acari,Diptilomiopidae,Rhyncaphytoptus,ficifoliae,sucker,Moraceae,Moraceae,60,16,33.48421,48.35383,0.03872983346207417,47,0.046475800154489
"Bahirai, F; Jafari, S; Lotfollahi, P; Shakarami, J",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,yes,experimental,laboratory,20,0.078,0.006,60,Acari,Diptilomiopidae,Rhyncaphytoptus,ficifoliae,sucker,Moraceae,Moraceae,60,16,33.48421,48.35383,0.046475800154489,47,0.046475800154489
"Bahirai, F; Jafari, S; Lotfollahi, P; Shakarami, J",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,yes,experimental,laboratory,25,0.193,0.005,60,Acari,Diptilomiopidae,Rhyncaphytoptus,ficifoliae,sucker,Moraceae,Moraceae,60,16,33.48421,48.35383,0.03872983346207417,47,0.046475800154489
"Bahirai, F; Jafari, S; Lotfollahi, P; Shakarami, J",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,yes,experimental,laboratory,30,0.234,0.008,60,Acari,Diptilomiopidae,Rhyncaphytoptus,ficifoliae,sucker,Moraceae,Moraceae,60,16,33.48421,48.35383,0.06196773353931868,47,0.046475800154489
"Bahirai, F; Jafari, S; Lotfollahi, P; Shakarami, J",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,yes,experimental,laboratory,33,0.196,0.014,60,Acari,Diptilomiopidae,Rhyncaphytoptus,ficifoliae,sucker,Moraceae,Moraceae,60,16,33.48421,48.35383,0.10844353369380767,47,0.046475800154489
"Fidelis, EG; Reis, MAS; Negrini, M; Navia, D",2019,Life table parameters of the red palm mite Raoiella indica (Acari: Tenuipalpidae) at various temperatures and for sexual and asexual reproduction,10.1007/s10493-019-00407-y,yes,experimental,laboratory,20,0.03,0.001,35,Acari,Tenuipalpidae,Raoiella,indica,sucker,Arecaceae,Arecaceae,65,12,2.82085,-60.67196,0.005916079783099616,48,0.024
"Fidelis, EG; Reis, MAS; Negrini, M; Navia, D",2019,Life table parameters of the red palm mite Raoiella indica (Acari: Tenuipalpidae) at various temperatures and for sexual and asexual reproduction,10.1007/s10493-019-00407-y,yes,experimental,laboratory,24,0.07,0.001,64,Acari,Tenuipalpidae,Raoiella,indica,sucker,Arecaceae,Arecaceae,65,12,2.82085,-60.67196,0.008,48,0.024
"Fidelis, EG; Reis, MAS; Negrini, M; Navia, D",2019,Life table parameters of the red palm mite Raoiella indica (Acari: Tenuipalpidae) at various temperatures and for sexual and asexual reproduction,10.1007/s10493-019-00407-y,yes,experimental,laboratory,27,0.13,0.01,35,Acari,Tenuipalpidae,Raoiella,indica,sucker,Arecaceae,Arecaceae,65,12,2.82085,-60.67196,0.05916079783099616,48,0.024
"Fidelis, EG; Reis, MAS; Negrini, M; Navia, D",2019,Life table parameters of the red palm mite Raoiella indica (Acari: Tenuipalpidae) at various temperatures and for sexual and asexual reproduction,10.1007/s10493-019-00407-y,yes,experimental,laboratory,30,0,0.04,1,Acari,Tenuipalpidae,Raoiella,indica,sucker,Arecaceae,Arecaceae,65,12,2.82085,-60.67196,0.04,48,0.024
"Chen, WH; Li, CY; Chang, TY",2016,"Temperature-dependent development and life history of Oligonychus litchii (Acari: Tetranychidae), on wax apple",10.1016/j.aspen.2016.01.004,yes,experimental,laboratory,16,0.0429,0.0024,56,Acari,Tetranychidae,Oligonychus,litchii,sucker,Rosaceae,Rosaceae,70,12,22.61197,120.56687,0.017959955456514916,49,0.0462
"Chen, WH; Li, CY; Chang, TY",2016,"Temperature-dependent development and life history of Oligonychus litchii (Acari: Tetranychidae), on wax apple",10.1016/j.aspen.2016.01.004,yes,experimental,laboratory,20,0.1263,0.0038,58,Acari,Tetranychidae,Oligonychus,litchii,sucker,Rosaceae,Rosaceae,70,12,22.61197,120.56687,0.028939937802282854,49,0.0462
"Chen, WH; Li, CY; Chang, TY",2016,"Temperature-dependent development and life history of Oligonychus litchii (Acari: Tetranychidae), on wax apple",10.1016/j.aspen.2016.01.004,yes,experimental,laboratory,25,0.161,0.0066,49,Acari,Tetranychidae,Oligonychus,litchii,sucker,Rosaceae,Rosaceae,70,12,22.61197,120.56687,0.0462,49,0.0462
"Chen, WH; Li, CY; Chang, TY",2016,"Temperature-dependent development and life history of Oligonychus litchii (Acari: Tetranychidae), on wax apple",10.1016/j.aspen.2016.01.004,yes,experimental,laboratory,30,0.1462,0.007,58,Acari,Tetranychidae,Oligonychus,litchii,sucker,Rosaceae,Rosaceae,70,12,22.61197,120.56687,0.053310411741047364,49,0.0462
"Chen, WH; Li, CY; Chang, TY",2016,"Temperature-dependent development and life history of Oligonychus litchii (Acari: Tetranychidae), on wax apple",10.1016/j.aspen.2016.01.004,yes,experimental,laboratory,32,0.0292,0.0231,18,Acari,Tetranychidae,Oligonychus,litchii,sucker,Rosaceae,Rosaceae,70,12,22.61197,120.56687,0.09800499987245548,49,0.0462
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,15,0.0729,0.0018,36,Acari,Tetranychidae,Tetranychus,urticae,sucker,Asteraceae,Fabaceae,65,16,43.55525,141.90059,0.0108,50,0.028485785929126123
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,20,0.1998,0.003,40,Acari,Tetranychidae,Tetranychus,urticae,sucker,Fabaceae,Fabaceae,65,16,43.55525,141.90059,0.01897366596101028,50,0.028485785929126123
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,25,0.2943,0.0042,46,Acari,Tetranychidae,Tetranychus,urticae,sucker,Fabaceae,Fabaceae,65,16,43.55525,141.90059,0.028485785929126123,50,0.028485785929126123
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,30,0.3436,0.0091,31,Acari,Tetranychidae,Tetranychus,urticae,sucker,Solanaceae,Fabaceae,65,16,43.55525,141.90059,0.050666655701753195,50,0.028485785929126123
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,35,0.2876,0.0143,18,Acari,Tetranychidae,Tetranychus,urticae,sucker,Cucurbitaceae,Fabaceae,65,16,43.55525,141.90059,0.060669761825805774,50,0.028485785929126123
"Karami-Jamour, T; Shishehbor, P",2012,DEVELOPMENT AND LIFE TABLE PARAMETERS OF TETRANYCHUS TURKESTANI (ACARINA: TETRANYCHIDAE) AT DIFFERENT CONSTANT TEMPERATURES,10.1051/acarologia/20122037,yes,experimental,laboratory,15,0.033,0.002,27,Acari,Tetranychidae,Tetranychus,turkestani,sucker,Euphorbiaceae,Cucurbitaceae,60,14,31.33378,48.86386,0.010392304845413263,51,0.034933608766666915
"Karami-Jamour, T; Shishehbor, P",2012,DEVELOPMENT AND LIFE TABLE PARAMETERS OF TETRANYCHUS TURKESTANI (ACARINA: TETRANYCHIDAE) AT DIFFERENT CONSTANT TEMPERATURES,10.1051/acarologia/20122037,yes,experimental,laboratory,20,0.163,0.004,30,Acari,Tetranychidae,Tetranychus,turkestani,sucker,Euphorbiaceae,Cucurbitaceae,60,14,31.33378,48.86386,0.021908902300206645,51,0.034933608766666915
"Karami-Jamour, T; Shishehbor, P",2012,DEVELOPMENT AND LIFE TABLE PARAMETERS OF TETRANYCHUS TURKESTANI (ACARINA: TETRANYCHIDAE) AT DIFFERENT CONSTANT TEMPERATURES,10.1051/acarologia/20122037,yes,experimental,laboratory,25,0.185,0.01,23,Acari,Tetranychidae,Tetranychus,turkestani,sucker,Euphorbiaceae,Cucurbitaceae,60,14,31.33378,48.86386,0.04795831523312719,51,0.034933608766666915
"Karami-Jamour, T; Shishehbor, P",2012,DEVELOPMENT AND LIFE TABLE PARAMETERS OF TETRANYCHUS TURKESTANI (ACARINA: TETRANYCHIDAE) AT DIFFERENT CONSTANT TEMPERATURES,10.1051/acarologia/20122037,yes,experimental,laboratory,30,0.272,0.01,38,Acari,Tetranychidae,Tetranychus,turkestani,sucker,Euphorbiaceae,Cucurbitaceae,60,14,31.33378,48.86386,0.061644140029689765,51,0.034933608766666915
"Gotoh, T; Sugimoto, N; Pallini, A; Knapp, M; Hernandez-Suarez, E; Ferragut, F; Ho, CC; Migeon, A; Navajas, M; Nachman, G",2010,Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures,10.1007/s10493-010-9362-z,yes,experimental,laboratory,15,0.06628571428571428,8.571428571428571e-4,17.285714285714285,Acari,Tetranychidae,Tetranychus,evansi,sucker,Solanaceae,Solanaceae,65,16,36,138,0.003540121768476468,52,0.01542280630040852
"Gotoh, T; Sugimoto, N; Pallini, A; Knapp, M; Hernandez-Suarez, E; Ferragut, F; Ho, CC; Migeon, A; Navajas, M; Nachman, G",2010,Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures,10.1007/s10493-010-9362-z,yes,experimental,laboratory,20,0.1644142857142857,0.0017285714285714285,18.428571428571427,Acari,Tetranychidae,Tetranychus,evansi,sucker,Solanaceae,Solanaceae,65,16,36,138,0.00741915644673358,52,0.01542280630040852
"Gotoh, T; Sugimoto, N; Pallini, A; Knapp, M; Hernandez-Suarez, E; Ferragut, F; Ho, CC; Migeon, A; Navajas, M; Nachman, G",2010,Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures,10.1007/s10493-010-9362-z,yes,experimental,laboratory,25,0.2707,0.003514285714285714,19.285714285714285,Acari,Tetranychidae,Tetranychus,evansi,sucker,Solanaceae,Solanaceae,65,16,36,138,0.01542280630040852,52,0.01542280630040852
"Gotoh, T; Sugimoto, N; Pallini, A; Knapp, M; Hernandez-Suarez, E; Ferragut, F; Ho, CC; Migeon, A; Navajas, M; Nachman, G",2010,Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures,10.1007/s10493-010-9362-z,yes,experimental,laboratory,30,0.3661285714285714,0.0068,15,Acari,Tetranychidae,Tetranychus,evansi,sucker,Solanaceae,Solanaceae,65,16,36,138,0.026336286754210438,52,0.01542280630040852
"Gotoh, T; Sugimoto, N; Pallini, A; Knapp, M; Hernandez-Suarez, E; Ferragut, F; Ho, CC; Migeon, A; Navajas, M; Nachman, G",2010,Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures,10.1007/s10493-010-9362-z,yes,experimental,laboratory,35,0.35942857142857143,0.009428571428571429,15,Acari,Tetranychidae,Tetranychus,evansi,sucker,Solanaceae,Solanaceae,65,16,36,138,0.03651670012138422,52,0.01542280630040852
"Gotoh, T; Suwa, A; Kitashima, Y; Rezk, HA",2004,Developmental and reproductive performance of Tetranychus pueraricola Ehara and Gotoh (Acari : Tetranychidae) at four constant temperatures,10.1303/aez.2004.675,yes,experimental,laboratory,15,0.102,0.0015,22,Acari,Tetranychidae,Tetranychus,pueraricola,sucker,Fabaceae,Fabaceae,65,16,36.59912,140.65046,0.007035623639735145,53,0.01642919099847263
"Gotoh, T; Suwa, A; Kitashima, Y; Rezk, HA",2004,Developmental and reproductive performance of Tetranychus pueraricola Ehara and Gotoh (Acari : Tetranychidae) at four constant temperatures,10.1303/aez.2004.675,yes,experimental,laboratory,20,0.179,0.0034,24,Acari,Tetranychidae,Tetranychus,pueraricola,sucker,Fabaceae,Fabaceae,65,16,36.59912,140.65046,0.01665653025092561,53,0.01642919099847263
"Gotoh, T; Suwa, A; Kitashima, Y; Rezk, HA",2004,Developmental and reproductive performance of Tetranychus pueraricola Ehara and Gotoh (Acari : Tetranychidae) at four constant temperatures,10.1303/aez.2004.675,yes,experimental,laboratory,25,0.299,0.0025,42,Acari,Tetranychidae,Tetranychus,pueraricola,sucker,Fabaceae,Fabaceae,65,16,36.59912,140.65046,0.016201851746019652,53,0.01642919099847263
"Gotoh, T; Suwa, A; Kitashima, Y; Rezk, HA",2004,Developmental and reproductive performance of Tetranychus pueraricola Ehara and Gotoh (Acari : Tetranychidae) at four constant temperatures,10.1303/aez.2004.675,yes,experimental,laboratory,30,0.377,0.0071,16,Acari,Tetranychidae,Tetranychus,pueraricola,sucker,Fabaceae,Fabaceae,65,16,36.59912,140.65046,0.0284,53,0.01642919099847263
"Kasap, I",2003,Life history of hawthorn spider mite Amphitetranychus viennensis (Acarina : Tetranychidae) on various apple cultivars and at different temperatures,10.1023/B:APPA.0000005141.45970.f7,yes,experimental,laboratory,20,0.136,0.027,12,Acari,Tetranychidae,Amphitetranychus,viennensis,sucker,Rosaceae,Rosaceae,65,16,38.32496,43.65898,0.09353074360871937,54,0.09353074360871937
"Kasap, I",2003,Life history of hawthorn spider mite Amphitetranychus viennensis (Acarina : Tetranychidae) on various apple cultivars and at different temperatures,10.1023/B:APPA.0000005141.45970.f7,yes,experimental,laboratory,25,0.247,0.027,10,Acari,Tetranychidae,Amphitetranychus,viennensis,sucker,Rosaceae,Rosaceae,65,16,38.32496,43.65898,0.08538149682454625,54,0.09353074360871937
"Kasap, I",2003,Life history of hawthorn spider mite Amphitetranychus viennensis (Acarina : Tetranychidae) on various apple cultivars and at different temperatures,10.1023/B:APPA.0000005141.45970.f7,yes,experimental,laboratory,30,0.268,0.0271,12,Acari,Tetranychidae,Amphitetranychus,viennensis,sucker,Rosaceae,Rosaceae,65,16,38.32496,43.65898,0.09387715377023315,54,0.09353074360871937
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,15,0.1081,0.0012,38,Acari,Tetranychidae,Tetranychus,ludeni,sucker,Asteraceae,Fabaceae,65,16,36.01176,140.21971,0.00739729680356277,55,0.017708754896942926
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,20,0.1771,0.0017,30,Acari,Tetranychidae,Tetranychus,ludeni,sucker,Fabaceae,Fabaceae,65,16,36.01176,140.21971,0.009311283477587824,55,0.017708754896942926
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,25,0.3138,0.0028,40,Acari,Tetranychidae,Tetranychus,ludeni,sucker,Fabaceae,Fabaceae,65,16,36.01176,140.21971,0.017708754896942926,55,0.017708754896942926
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,30,0.4514,0.0059,45,Acari,Tetranychidae,Tetranychus,ludeni,sucker,Solanaceae,Fabaceae,65,16,36.01176,140.21971,0.03957840320174628,55,0.017708754896942926
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,35,0.3469,0.0091,27,Acari,Tetranychidae,Tetranychus,ludeni,sucker,Cucurbitaceae,Fabaceae,65,16,36.01176,140.21971,0.04728498704663035,55,0.017708754896942926
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,15,0.0883,0.0019,15,Acari,Tetranychidae,Tetranychus,phaselus,sucker,Asteraceae,Fabaceae,65,16,35.97942,140.14940000000001,0.007358668357794093,56,0.031224989991991994
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,20,0.1371,0.005,39,Acari,Tetranychidae,Tetranychus,phaselus,sucker,Fabaceae,Fabaceae,65,16,35.97942,140.14940000000001,0.031224989991991994,56,0.031224989991991994
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,25,0.2051,0.0038,14,Acari,Tetranychidae,Tetranychus,phaselus,sucker,Fabaceae,Fabaceae,65,16,35.97942,140.14940000000001,0.014218298069740978,56,0.031224989991991994
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,30,0.329,0.007,22,Acari,Tetranychidae,Tetranychus,phaselus,sucker,Solanaceae,Fabaceae,65,16,35.97942,140.14940000000001,0.03283291031876401,56,0.031224989991991994
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,35,0.2749,0.0201,35,Acari,Tetranychidae,Tetranychus,phaselus,sucker,Cucurbitaceae,Fabaceae,65,16,35.97942,140.14940000000001,0.11891320364030228,56,0.031224989991991994
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,15,0.0922,0.0033,14,Acari,Tetranychidae,Tetranychus,piercei,sucker,Asteraceae,Fabaceae,65,16,36.04477,139.88445,0.012347469376354007,57,0.026239283526803853
